scopus_id,article_number,title,eid,citedby_count,creator,aggregationType,coverDate,coverDisplayDate,doi,eIssn,issn,issueIdentifier,pageRange,publication,url,volume,subtype,subtype_description
SCOPUS_ID:85020318996,,"A co-twin control study on birth weight, overweight and obesity among children younger than 18 years old in China",2-s2.0-85020318996,0,Liu Q.,Journal,2016-04-01,1 April 2016,10.3760/cma.j.issn.0254-6450.2016.04.005,,02546450,4,464-468,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,http://api.elsevier.com/content/abstract/scopus_id/85020318996,37,ar,Article
SCOPUS_ID:84929507875,,"Change trend of birth weight of twins in China, 1995-2012",2-s2.0-84929507875,1,Liu Q.,Journal,2015-02-01,1 February 2015,,,02546450,2,115-118,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi,http://api.elsevier.com/content/abstract/scopus_id/84929507875,36,ar,Article
SCOPUS_ID:84942035334,,"Genetic and environmental effects on weight, height, and BMI under 18 years in a Chinese population-based twin sample",2-s2.0-84942035334,5,Liu Q.,Journal,2015-01-01,17 September 2015,10.1017/thg.2015.63,18392628,18324274,5,571-580,Twin Research and Human Genetics,http://api.elsevier.com/content/abstract/scopus_id/84942035334,18,ar,Article
SCOPUS_ID:77952882072,,Rigidity of the harmonic map heat flow from the sphere to compact K?hler manifolds,2-s2.0-77952882072,1,Liu Q.,Journal,2010-04-01,April 2010,10.1007/s11512-009-0094-4,,00042080,1,121-130,Arkiv for Matematik,http://api.elsevier.com/content/abstract/scopus_id/77952882072,48,ar,Article
SCOPUS_ID:44649126678,,A note on minimizing the Moser-Trudinger functional of high order derivatives,2-s2.0-44649126678,0,Liu Q.,Journal,2008-08-15,15 August 2008,10.1016/j.na.2007.06.043,,0362546X,4,1437-1444,"Nonlinear Analysis, Theory, Methods and Applications",http://api.elsevier.com/content/abstract/scopus_id/44649126678,69,ar,Article
SCOPUS_ID:33745754921,,Evolution of minimal torus in Riemannian manifolds,2-s2.0-33745754921,8,Ding W.,Journal,2006-08-01,August 2006,10.1007/s00222-005-0491-7,,00209910,2,225-242,Inventiones Mathematicae,http://api.elsevier.com/content/abstract/scopus_id/33745754921,165,ar,Article
SCOPUS_ID:0029346167,,The complexation of apo-metallothionein with cadmium ion and its conformation study,2-s2.0-0029346167,0,Chu D.,Journal,1995-07-01,July 1995,10.1007/BF02548658,15728943,03684466,1-2,17-26,Journal of Thermal Analysis,http://api.elsevier.com/content/abstract/scopus_id/0029346167,45,ar,Article
SCOPUS_ID:44949283041,,The complexation of metallothionein with cadmium ion and its conformational study<sup>1</sup>1 This project was supported by the National Natural Science Foundation of China.,2-s2.0-44949283041,1,Chu D.,Journal,1991-07-05,5 July 1991,10.1016/0040-6031(91)80445-O,,00406031,C,57-63,Thermochimica Acta,http://api.elsevier.com/content/abstract/scopus_id/44949283041,183,ar,Article
SCOPUS_ID:0142195211,,Standard Gibbs free energies of transfer of NaCl and KCl from water to mixtures of the four isomers of butyl alcohol with water. The use of ion-selective electrodes to study the thermodynamics of solutions,2-s2.0-0142195211,10,Chu D.,Journal,1987-12-01,1987,10.1039/F19878300635,,03009599,3,635-644,"Journal of the Chemical Society, Faraday Transactios 1: Physical Chemistry in Condensed Phases",http://api.elsevier.com/content/abstract/scopus_id/0142195211,83,ar,Article
SCOPUS_ID:84989202994,,Effect of alpha lipoic acid on retinal ganglion cell survival in an optic nerve crush model,2-s2.0-84989202994,0,Liu R.,Journal,2016-09-23,23 September 2016,,10900535,,,1122-1136,Molecular Vision,http://api.elsevier.com/content/abstract/scopus_id/84989202994,22,ar,Article
SCOPUS_ID:84983349840,e0160309,Protective effect of ALA in crushed optic nerve cat retinal ganglion cells using a new marker RBPMS,2-s2.0-84983349840,0,Wang Y.,Journal,2016-08-01,August 2016,10.1371/journal.pone.0160309,19326203,,8,,PLoS ONE,http://api.elsevier.com/content/abstract/scopus_id/84983349840,11,ar,Article
SCOPUS_ID:84932639745,e0114186,Sulforaphane protects rodent retinas against ischemia-reperfusion injury through the activation of the Nrf2/HO-1 antioxidant pathway,2-s2.0-84932639745,23,Pan H.,Journal,2014-12-01,December 2014,10.1371/journal.pone.0114186,19326203,,12,,PLoS ONE,http://api.elsevier.com/content/abstract/scopus_id/84932639745,9,ar,Article
SCOPUS_ID:85020208883,,A novel triazolonaphthalimide induces apoptosis and inhibits tumor growth by targeting DNA and DNA-associated processes,2-s2.0-85020208883,1,Ji L.,Journal,2017-01-01,2017,10.18632/oncotarget.16962,19492553,,23,37394-37408,Oncotarget,http://api.elsevier.com/content/abstract/scopus_id/85020208883,8,ar,Article
SCOPUS_ID:84942989689,,"Design, synthesis and antitumor activity of non-camptothecin topoisomerase i inhibitors",2-s2.0-84942989689,4,Zhang C.,Journal,2015-10-15,15 October 2015,10.1016/j.bmcl.2015.06.042,14643405,0960894X,20,4693-4696,Bioorganic and Medicinal Chemistry Letters,http://api.elsevier.com/content/abstract/scopus_id/84942989689,25,ar,Article
SCOPUS_ID:84863618156,,"Metal-free, organocatalytic syn diacetoxylation of alkenes",2-s2.0-84863618156,38,Zhong W.,Journal,2012-07-06,6 July 2012,10.1021/ol301311e,15237052,15237060,13,3336-3339,Organic Letters,http://api.elsevier.com/content/abstract/scopus_id/84863618156,14,ar,Article
SCOPUS_ID:85016572747,,RPA binds histone H3-H4 and functions in DNA replication-coupled nucleosome assembly,2-s2.0-85016572747,3,Liu S.,Journal,2017-01-27,27 January 2017,10.1126/science.aah4712,10959203,,6323,415-420,"Science (New York, N.Y.)",http://api.elsevier.com/content/abstract/scopus_id/85016572747,355,ar,Article
SCOPUS_ID:84957948715,,The Histone Chaperone FACT Contributes to DNA Replication-Coupled Nucleosome Assembly,2-s2.0-84957948715,10,Yang J.,Journal,2016-02-09,9 February 2016,10.1016/j.celrep.2015.12.096,22111247,,5,1128-1141,Cell Reports,http://api.elsevier.com/content/abstract/scopus_id/84957948715,14,ar,Article
SCOPUS_ID:84860859030,6157379,"A wide lock-range, low jitter phase-locked loop for multi-standard SerDes application",2-s2.0-84860859030,3,Liu S.,Conference Proceeding,2011-12-01,2011,10.1109/ASICON.2011.6157379,2162755X,21627541,,1014-1017,Proceedings of International Conference on ASIC,http://api.elsevier.com/content/abstract/scopus_id/84860859030,,cp,Conference Paper
SCOPUS_ID:79957572005,5764224,An enhanced TLP system for ESD characterization in semiconductor technologies,2-s2.0-79957572005,5,Chen G.,Conference Proceeding,2011-05-31,2011,10.1109/ICCRD.2011.5764224,,,,402-406,ICCRD2011 - 2011 3rd International Conference on Computer Research and Development,http://api.elsevier.com/content/abstract/scopus_id/79957572005,3,cp,Conference Paper
SCOPUS_ID:78751546139,5667573,A high-accuracy temperature sensor with an inaccuracy of ¡À1¡ãC from -55¡ãC to 125¡ãC,2-s2.0-78751546139,3,Chen J.,Conference Proceeding,2010-12-01,2010,10.1109/ICSICT.2010.5667573,,,,1444-1446,"ICSICT-2010 - 2010 10th IEEE International Conference on Solid-State and Integrated Circuit Technology, Proceedings",http://api.elsevier.com/content/abstract/scopus_id/78751546139,,cp,Conference Paper
SCOPUS_ID:84870432218,,Genistein accelerates refractory wound healing by suppressing superoxide and FoxO1/iNOS pathway in type 1 diabetes,2-s2.0-84870432218,16,Tie L.,Journal,2013-01-01,January 2013,10.1016/j.jnutbio.2012.02.011,18734847,09552863,1,88-96,Journal of Nutritional Biochemistry,http://api.elsevier.com/content/abstract/scopus_id/84870432218,24,ar,Article
SCOPUS_ID:84891601028,,[Research advances on aquaporins and vascular function regulation and related diseases].,2-s2.0-84891601028,0,Liu S.,Journal,2012-04-01,April 2012,,,05597765,2,89-95,Sheng li ke xue jin zhan [Progress in physiology],http://api.elsevier.com/content/abstract/scopus_id/84891601028,43,re,Review
SCOPUS_ID:84859918779,,Ganoderma lucidum polysaccharide accelerates refractory wound healing by inhibition of mitochondrial oxidative stress in type 1 diabetes,2-s2.0-84859918779,21,Tie L.,Journal,2012-04-01,April 2012,10.1159/000338512,14219778,10158987,3-4,583-594,Cellular Physiology and Biochemistry,http://api.elsevier.com/content/abstract/scopus_id/84859918779,29,ar,Article
SCOPUS_ID:85031694118,152301,Measurement of the B¡À Meson Nuclear Modification Factor in Pb-Pb Collisions at sNN =5.02 TeV,2-s2.0-85031694118,0,Sirunyan A.,Journal,2017-10-13,13 October 2017,10.1103/PhysRevLett.119.152301,10797114,00319007,15,,Physical Review Letters,http://api.elsevier.com/content/abstract/scopus_id/85031694118,119,ar,Article
SCOPUS_ID:85031705552,151802,Search for Supersymmetry in pp Collisions at s =13 TeV in the Single-Lepton Final State Using the Sum of Masses of Large-Radius Jets,2-s2.0-85031705552,0,Sirunyan A.,Journal,2017-10-13,13 October 2017,10.1103/PhysRevLett.119.151802,10797114,00319007,15,,Physical Review Letters,http://api.elsevier.com/content/abstract/scopus_id/85031705552,119,ar,Article
SCOPUS_ID:43649107401,,A novel 10-nm physical gate length double-gate junction field effect transistor,2-s2.0-43649107401,1,Hou X.,Journal,2008-02-01,1 February 2008,10.1088/1674-1056/17/2/054,,16741056,2,685-689,Chinese Physics B,http://api.elsevier.com/content/abstract/scopus_id/43649107401,17,ar,Article
SCOPUS_ID:85029828324,,Enhancing speech corrupted by nonstationary noise using nonnegative matrix factorization with multiple constraints,2-s2.0-85029828324,0,Zou Y.,Journal,2017-06-01,1 June 2017,10.7641/CTA.2017.60600,,10008152,6,761-768,Kongzhi Lilun Yu Yingyong/Control Theory and Applications,http://api.elsevier.com/content/abstract/scopus_id/85029828324,34,ar,Article
SCOPUS_ID:84987678821,7545054,An efficient learning based smartphone playback attack detection using GMM supervector,2-s2.0-84987678821,0,Wang C.,Conference Proceeding,2016-08-16,16 August 2016,10.1109/BigMM.2016.14,,,,385-389,"Proceedings - 2016 IEEE 2nd International Conference on Multimedia Big Data, BigMM 2016",http://api.elsevier.com/content/abstract/scopus_id/84987678821,,cp,Conference Paper
SCOPUS_ID:84957536920,7230357,Nonnegative matrix factorization based noise robust speaker verification,2-s2.0-84957536920,3,Liu S.,Conference Proceeding,2015-08-31,31 August 2015,10.1109/ChinaSIP.2015.7230357,,,,35-39,"2015 IEEE China Summit and International Conference on Signal and Information Processing, ChinaSIP 2015 - Proceedings",http://api.elsevier.com/content/abstract/scopus_id/84957536920,,cp,Conference Paper
SCOPUS_ID:85008444937,,A specific immune tolerance toward offspring cells is to exist after the mother lymphocyte infusion,2-s2.0-85008444937,0,Xing H.,Journal,2017-04-01,1 April 2017,10.1016/j.imbio.2016.12.003,18783279,01712985,4,658-663,Immunobiology,http://api.elsevier.com/content/abstract/scopus_id/85008444937,222,ar,Article
SCOPUS_ID:84905571534,,Immunophenotypic analysis of abnormal plasma cell clones in bone marrow of primary systemic light chain amyloidosis patients,2-s2.0-84905571534,5,Hu Y.,Journal,2014-01-01,2014,10.3760/cma.j.issn.0366-6999.20141053,,03666999,15,2765-2770,Chinese Medical Journal,http://api.elsevier.com/content/abstract/scopus_id/84905571534,127,ar,Article
SCOPUS_ID:84906926866,,[Identification of splenic marginal zone lymphoma from B lymphoproliferative disorders by flow cytometry].,2-s2.0-84906926866,1,Hu Y.,Journal,2014-01-01,Apr 2014,,,10092137,2,349-356,Zhongguo shi yan xue ye xue za zhi / Zhongguo bing li sheng li xue hui = Journal of experimental hematology / Chinese Association of Pathophysiology,http://api.elsevier.com/content/abstract/scopus_id/84906926866,22,ar,Article
SCOPUS_ID:85021750212,,Validity of the American Board of Orthodontics Discrepancy Index and the Peer Assessment Rating Index for comprehensive evaluation of malocclusion severity,2-s2.0-85021750212,0,Liu S.,Journal,2017-08-01,August 2017,10.1111/ocr.12195,16016343,16016335,3,140-145,Orthodontics and Craniofacial Research,http://api.elsevier.com/content/abstract/scopus_id/85021750212,20,ar,Article
SCOPUS_ID:84989788799,,Therapeutic evaluation of the correction of the severe bi-maxillary protrusion cases by Tweed-Merrifield technique,2-s2.0-84989788799,0,Huang J.,Journal,2016-06-18,18 June 2016,,,1671167X,3,555-561,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/84989788799,48,ar,Article
SCOPUS_ID:84947970067,,Effects of rapid maxillary expansion on the midpalatal suture: A systematic review,2-s2.0-84947970067,6,Liu S.,Journal,2015-12-01,1 December 2015,10.1093/ejo/cju100,14602210,01415387,6,651-655,European Journal of Orthodontics,http://api.elsevier.com/content/abstract/scopus_id/84947970067,37,re,Review
SCOPUS_ID:84983434099,,Dietary intake and risk of rheumatoid arthritis¡ªa cross section multicenter study,2-s2.0-84983434099,1,He J.,Journal,2016-12-01,1 December 2016,10.1007/s10067-016-3383-x,14349949,07703198,12,2901-2908,Clinical Rheumatology,http://api.elsevier.com/content/abstract/scopus_id/84983434099,35,ar,Article
SCOPUS_ID:84940981360,,A case of clinical overlap syndrome of rheumatoid arthritis and amyopathic dermatomyositis with multiple pulmonary injuries,2-s2.0-84940981360,0,Liu S.,Journal,2014-10-18,18 October 2014,,,1671167X,5,805-808,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/84940981360,46,ar,Article
SCOPUS_ID:84903525870,,Short-interval lower-dose intravenous cyclophosphamide as induction and maintenance therapy for lupus nephritis: A prospective observational study,2-s2.0-84903525870,5,Zhang X.,Journal,2014-01-01,July 2014,10.1007/s10067-014-2590-6,14349949,07703198,7,939-945,Clinical Rheumatology,http://api.elsevier.com/content/abstract/scopus_id/84903525870,33,ar,Article
SCOPUS_ID:85019077605,,Effects of ZnO nanoparticles on aerobic denitrification by strain Pseudomonas stutzeri PCN-1,2-s2.0-85019077605,0,Chen Q.,Journal,2017-01-01,2017,10.1016/j.biortech.2017.04.123,18732976,09608524,,21-27,Bioresource Technology,http://api.elsevier.com/content/abstract/scopus_id/85019077605,239,ar,Article
SCOPUS_ID:84979207674,,Potential application of aerobic denitrifying bacterium Pseudomonas aeruginosa PCN-2 in nitrogen oxides (NO<inf>x</inf>) removal from flue gas,2-s2.0-84979207674,2,Zheng M.,Journal,2016-11-15,15 November 2016,10.1016/j.jhazmat.2016.07.047,18733336,03043894,,571-578,Journal of Hazardous Materials,http://api.elsevier.com/content/abstract/scopus_id/84979207674,318,ar,Article
SCOPUS_ID:84963670205,e0152998,Performance assessment of full-scale wastewater treatment plants based on seasonal variability of microbial communities via high-throughput sequencing,2-s2.0-84963670205,4,Liu T.,Journal,2016-04-01,April 2016,10.1371/journal.pone.0152998,19326203,,4,,PLoS ONE,http://api.elsevier.com/content/abstract/scopus_id/84963670205,11,ar,Article
SCOPUS_ID:85030772631,,"The prevalence and risk factor control associated with noncommunicable diseases in China, Japan, and Korea",2-s2.0-85030772631,0,Ma D.,Journal,2017-01-01,2017,10.1016/j.je.2016.12.019,13499092,09175040,12,568-573,Journal of Epidemiology,http://api.elsevier.com/content/abstract/scopus_id/85030772631,27,ar,Article
SCOPUS_ID:84960333120,e009319,"Management of type 2 diabetes in China: The Happy Life Club, a pragmatic cluster randomised controlled trial using health coaches",2-s2.0-84960333120,2,Browning C.,Journal,2016-01-01,2016,10.1136/bmjopen-2015-009319,20446055,,3,,BMJ Open,http://api.elsevier.com/content/abstract/scopus_id/84960333120,6,ar,Article
SCOPUS_ID:84974704215,181,Implementing a chronic disease self-management program into China: The Happy Life Club?,2-s2.0-84974704215,5,Browning C.,Journal,2015-04-27,27 April 2015,10.3389/fpubh.2014.00181,22962565,,APR,,Frontiers in Public Health,http://api.elsevier.com/content/abstract/scopus_id/84974704215,2,ar,Article
SCOPUS_ID:85020902887,,"Cardiorespiratory responses of air filtration: A randomized crossover intervention trial in seniors living in Beijing: Beijing Indoor Air Purifier StudY, BIAPSY",2-s2.0-85020902887,0,Shao D.,Journal,2017-12-15,15 December 2017,10.1016/j.scitotenv.2017.06.095,18791026,00489697,,541-549,Science of the Total Environment,http://api.elsevier.com/content/abstract/scopus_id/85020902887,603-604,ar,Article
SCOPUS_ID:85008912346,,Current status of antiarrhythmic drug use and safety assessment in Chinese patients with atrial fibrillation,2-s2.0-85008912346,0,He R.,Journal,2016-11-24,24 November 2016,10.3760/cma.j.issn.0253-3758.2016.11.007,,02533758,11,935-939,Chinese Journal of Cardiology,http://api.elsevier.com/content/abstract/scopus_id/85008912346,44,ar,Article
SCOPUS_ID:84940985554,,Relationship between E/Em ratio and exercise capacity in patients with atrial fibrillation,2-s2.0-84940985554,2,Chen S.,Journal,2014-09-23,23 September 2014,,,03762491,35,2745-2749,Zhonghua yi xue za zhi,http://api.elsevier.com/content/abstract/scopus_id/84940985554,94,ar,Article
SCOPUS_ID:84920288423,,Relationship between E/Em ratio and exercise capacity in patients with atrial fibrillation,2-s2.0-84920288423,0,Chen S.,Journal,2014-01-01,23 September 2014,10.3760/cma.j.issn.0376-2491.2014.35.007,,03762491,35,2745-2749,National Medical Journal of China,http://api.elsevier.com/content/abstract/scopus_id/84920288423,94,ar,Article
